id,Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,PosSent,NegSent,CompoundSent,Repetitiveness,SpotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
686,12,dead and gone,ti featuring justin timberlake,2009,262,822,True,0.066,0.25,-0.9997,0.681,7IhsLJMqdxoo7YAZjaSMru,0.713,0.746,0,-4.99,1,0.259,0.0402,0.0,0.601,0.47,135.021,299747
687,11,you belong with me,taylor swift,2009,149,389,True,0.091,0.024,0.9764,0.617,3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133
688,10,gives you hell,the allamerican rejects,2009,,,,,,,,unknown,,,,,,,,,,,,
689,17,i know you want me calle ocho,pitbull,2009,159,557,False,0.216,0.035,0.9943,0.715,unknown,,,,,,,,,,,,
690,8,single ladies put a ring on it,beyonce,2009,127,639,False,0.16,0.021,0.998,0.801,unknown,,,,,,,,,,,,
691,7,im yours,jason mraz,2009,160,366,True,0.282,0.042,0.9988,0.563,unknown,,,,,,,,,,,,
692,6,right round,flo rida,2009,191,555,True,0.071,0.08,-0.8088,0.656,3GpbwCm3YxiWDvy29Uo3vP,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,204640
693,5,love story,taylor swift,2009,151,366,True,0.145,0.094,0.9795,0.587,1vrd6UOGamcKNGnSHJQlSt,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267
694,4,i gotta feeling,the black eyed peas,2009,112,561,True,0.279,0.014,0.9993,0.8,4vp2J1l5RD4gMZwGFLfRAu,0.741,0.748,0,-6.299,1,0.0264,0.0823,0.0,0.34,0.6,127.965,289133
695,47,crack a bottle,eminem dr dre and 50 cent,2009,,,,,,,,4dK00wCxlqWEeN8BoM1BHT,0.674,0.879,6,-2.573,0,0.174,0.0887,0.0,0.11,0.403,84.08,297520
696,2,poker face,lady gaga,2009,120,517,True,0.184,0.032,0.9971,0.768,0WfKDYeUAoLA3vdvLKKWMW,0.846,0.815,4,-4.512,1,0.0761,0.139,2.19e-06,0.131,0.831,118.999,237200
697,1,boom boom pow,the black eyed peas,2009,120,472,True,0.036,0.06,-0.886,0.746,7xRNsqOQOgWbHV1nbXnfXN,0.869,0.851,9,-6.201,1,0.0827,0.15,0.000873,0.136,0.395,130.09,251440
698,100,she got it,2 pistols featuring tpain and tay dizm,2008,184,716,True,0.119,0.073,0.9836,0.743,11WuptzKtcVfPMYaf5aook,0.406,0.732,10,-6.191,0,0.128,0.00436,0.0,0.358,0.31,133.817,274053
699,3,just dance,lady gaga featuring colby odonis,2009,179,455,True,0.11,0.063,0.9508,0.607,6HkjpGIOHv4y0IBAxUbE5z,0.822,0.753,1,-4.499,0,0.0332,0.0337,1.76e-05,0.218,0.709,118.982,241933
700,98,into the night,santana featuring chad kroeger,2008,86,405,True,0.119,0.055,0.9756,0.788,5Hv1QAbRWrUSUHaT0CmnMS,0.595,0.844,7,-4.678,1,0.0331,0.0137,0.0,0.234,0.603,127.981,222440
701,97,addicted,saving abel,2008,85,309,True,0.09,0.052,0.9283,0.725,3pxCXv0NACYfYnLjFcQW5D,0.512,0.865,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.529,138.017,222827
702,96,the way i are,timbaland featuring keri hilson,2008,112,354,True,0.224,0.009,0.9976,0.684,2bLqfJjuC5syrsgDsZfGmn,0.734,0.808,3,-6.448,0,0.106,0.189,0.699,0.315,0.805,114.764,179120
703,95,feels like tonight,daughtry,2008,86,226,True,0.189,0.023,0.9907,0.619,2tVCFmn2zKg2wGXS1TCIIA,0.483,0.907,6,-3.166,1,0.045,0.000822,0.0,0.117,0.352,130.984,238701
704,94,love remains the same,gavin rossdale,2008,122,304,True,0.121,0.05,0.9738,0.599,4dOXc4Suk5eig0jiCqCN5Y,0.406,0.632,4,-5.115,1,0.0344,0.236,0.0,0.18,0.109,149.258,249440
705,93,youre gonna miss this,trace adkins,2008,135,278,True,0.148,0.075,0.9787,0.514,unknown,,,,,,,,,,,,
706,92,7 things,miley cyrus,2008,134,348,False,0.221,0.191,0.952,0.615,5ecZWU5uQOiCVSnPxBZNmT,0.599,0.893,1,-4.404,0,0.0376,0.018,0.0,0.0772,0.591,107.033,213453
707,91,mrs officer,lil wayne featuring bobby valentino,2008,192,843,True,0.156,0.048,0.9974,0.772,unknown,,,,,,,,,,,,
708,90,flashing lights,kanye west featuring dwele,2008,163,343,True,0.143,0.084,0.9789,0.525,0ua0Go4NN4Td7l0Zre6Ce3,0.634,0.649,6,-7.505,0,0.0486,0.0315,0.0,0.482,0.509,90.482,237507
709,89,i remember,keyshia cole,2008,92,305,True,0.183,0.178,0.6912,0.698,1dObJGQUgJ7tWxJ0byON6W,0.549,0.756,5,-4.412,0,0.0462,0.234,0.0,0.0894,0.318,129.205,260093
710,88,my life,the game featuring lil wayne,2008,285,774,True,0.107,0.187,-0.998,0.632,unknown,,,,,,,,,,,,
711,87,in love with a girl,gavin degraw,2008,138,400,True,0.278,0.099,0.9987,0.655,3zcmWxxUA7Em7X3IBqZGUo,0.439,0.906,3,-4.8,1,0.0439,0.0193,0.0,0.373,0.687,161.905,206000
712,86,cant help but wait,trey songz,2008,120,405,True,0.079,0.186,-0.9916,0.704,unknown,,,,,,,,,,,,
713,85,all summer long,kid rock,2008,138,358,True,0.278,0.0,0.9991,0.615,5rX6C5QVvvZB7XckETNych,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,297587
714,84,the boss,rick ross featuring tpain,2008,196,657,True,0.062,0.114,-0.9913,0.702,3n5qF6aprwEIjHWuH5jECM,0.399,0.857,7,-4.086,1,0.336,0.00944,0.0,0.319,0.632,85.937,225653
715,83,piece of me,britney spears,2008,110,217,True,0.156,0.088,0.7041,0.493,2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,212107
716,82,just fine,mary j blige,2008,150,579,True,0.364,0.082,0.9995,0.741,unknown,,,,,,,,,,,,
717,81,love story,taylor swift,2008,151,366,True,0.145,0.094,0.9795,0.587,1vrd6UOGamcKNGnSHJQlSt,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267
718,80,womanizer,britney spears,2008,124,541,True,0.087,0.068,0.9477,0.771,4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400
719,79,good life,kanye west featuring tpain,2008,199,574,True,0.134,0.071,0.9791,0.653,6OtCIsQZ64Vs1EbzztvAv4,0.636,0.699,6,-7.687,1,0.0551,0.0929,0.0,0.115,0.637,94.966,253307
720,78,big girls dont cry,fergie,2008,127,357,True,0.22,0.053,0.997,0.644,unknown,,,,,,,,,,,,
721,9,heartless,kanye west,2009,159,436,True,0.034,0.17,-0.9971,0.635,4EWCNWgDS8707fNSZ1oaA5,0.789,0.65,10,-6.16,0,0.121,0.0401,0.0,0.249,0.617,87.983,211000
722,76,crush,david archuleta,2008,112,345,True,0.093,0.077,0.9136,0.675,4wCD0qOFNRu1Q6O3N6ycm4,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,213520
723,99,heaven sent,keyshia cole,2008,111,547,True,0.143,0.031,0.9978,0.797,2E90KUsor4U2abOJGFKtfx,0.538,0.728,2,-3.663,0,0.0524,0.074,0.0,0.0776,0.437,78.427,232880
724,74,love lockdown,kanye west,2008,121,388,True,0.254,0.214,0.9925,0.688,1kxeWHF9PrCVZHvVskv8lg,0.756,0.529,1,-7.659,0,0.0329,0.0539,0.392,0.112,0.123,119.573,270307
725,73,burnin up,jonas brothers featuring big rob,2008,110,280,True,0.016,0.024,-0.5063,0.607,unknown,,,,,,,,,,,,
726,72,love like this,natasha bedingfield featuring sean kingston,2008,137,541,True,0.06,0.235,-0.9985,0.747,7MQywXGHEev7JmwwIzMcao,0.767,0.551,0,-7.328,1,0.0616,0.00364,0.0,0.0451,0.796,100.904,275707
727,71,cyclone,baby bash featuring tpain,2008,158,581,True,0.157,0.059,0.9961,0.728,27mhCGdAA8gM7b33KIiB3k,0.641,0.72,11,-4.326,1,0.0552,0.0102,0.0,0.154,0.578,77.969,222027
728,70,lolli lolli pop that body,three 6 mafia,2008,187,515,False,0.047,0.038,0.5837,0.637,unknown,,,,,,,,,,,,
729,69,the time of my life,david cook,2008,101,298,True,0.037,0.026,0.296,0.661,6avyV3xlz2UFeiAUZ0SqyT,0.414,0.578,8,-6.383,1,0.0287,0.0541,0.0,0.124,0.281,154.96,216147
730,68,put on,young jeezy featuring kanye west,2008,225,772,True,0.103,0.089,0.667,0.709,5dANgSy7v091dhiPnEXNrf,0.649,0.785,9,-6.031,0,0.0369,0.0027,0.0,0.0859,0.294,137.618,321293
731,67,realize,colbie caillat,2008,71,267,True,0.068,0.065,0.5719,0.734,5OGkKx8jP0A5KSULEc6XYZ,0.699,0.607,1,-6.312,1,0.0347,0.142,0.0,0.105,0.156,123.95,244107
732,66,get like me,david banner featuring chris brown,2008,254,775,True,0.128,0.069,0.9931,0.672,2IBF9lQ9lgVai8LkskI5L7,0.935,0.747,1,-4.231,1,0.391,0.00417,0.0,0.207,0.736,117.613,224547
733,65,let it rock,kevin rudolf featuring lil wayne,2008,164,424,True,0.137,0.144,-0.7349,0.613,6TrNRd98WksT9Kkmx9uj6R,0.607,0.781,7,-4.276,1,0.0407,0.00106,0.0,0.0769,0.482,113.183,231173
734,64,suffocate,j holiday,2008,134,443,True,0.104,0.08,0.9589,0.698,unknown,,,,,,,,,,,,
735,63,superstar,lupe fiasco featuring matthew santos,2008,255,632,True,0.157,0.099,0.9924,0.597,7dltD9eEX7X1zk8JJ9BS0e,0.572,0.822,11,-6.015,0,0.361,0.207,0.0,0.359,0.472,94.812,289000
736,62,hate that i love you,rihanna featuring neyo,2008,112,405,True,0.256,0.154,0.9959,0.723,7iu0WYLdo4yksKf3seaxzI,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,218947
737,61,one step at a time,jordin sparks,2008,112,365,True,0.13,0.118,0.8847,0.693,0BxGY7PnsCCfQVKCVePhTl,0.504,0.907,1,-3.996,1,0.0839,0.0213,0.0,0.359,0.653,125.145,199493
738,60,say,john mayer,2008,79,328,True,0.069,0.075,-0.2315,0.759,unknown,,,,,,,,,,,,
739,59,in the ayer,flo rida featuring william,2008,170,518,True,0.093,0.084,0.7577,0.672,6RpiAj9Ofv0Uqp6n2OuRoh,0.83,0.746,5,-6.286,0,0.0579,0.00456,0.0,0.26,0.646,125.992,220507
740,58,fall for you,secondhand serenade,2008,97,270,True,0.132,0.026,0.9844,0.641,7lWF2mVr1KKbVnaT2nSlPo,0.387,0.442,0,-7.086,1,0.0352,0.19,0.0,0.0788,0.382,169.481,185600
741,57,miss independent,neyo,2008,123,381,True,0.311,0.079,0.9989,0.677,2CZi8d774dBB0wiuWMIpr8,0.655,0.623,11,-6.302,0,0.116,0.0861,0.000346,0.0652,0.615,175.973,214787
742,56,sweetest girl dollar bill,wyclef jean featuring akon lil wayne and niia,2008,216,709,False,0.076,0.067,0.8322,0.695,unknown,,,,,,,,,,,,
743,55,shadow of the day,linkin park,2008,44,148,True,0.091,0.0,0.9001,0.703,0OYcEfskah1egYHjYRvbg1,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360
744,54,crank that soulja boy,soulja boy tell em,2008,,,,,,,,unknown,,,,,,,,,,,,
745,77,hypnotized,plies featuring akon,2008,162,563,True,0.082,0.088,-0.8264,0.712,3LN41NUdHkyNqQhi9gExMm,0.84,0.571,10,-7.421,1,0.0797,0.16,0.0,0.406,0.617,116.59,188493
746,52,its not my time,3 doors down,2008,99,321,True,0.098,0.018,0.9755,0.692,unknown,,,,,,,,,,,,
747,51,what you got,colby odonis featuring akon,2008,168,617,True,0.133,0.06,0.9949,0.728,3MldzywZOH4Uci6bq9noyJ,0.771,0.631,1,-6.795,1,0.0395,0.0308,0.0,0.168,0.283,119.965,243013
748,50,sexual eruption,snoop dogg,2008,154,368,True,0.051,0.12,-0.9851,0.582,3nTHTulZtTJoM3cBJTuHrJ,0.768,0.814,11,-4.054,1,0.118,0.00746,0.0,0.0698,0.448,120.231,245440
749,49,when i grow up,pussycat dolls,2008,126,637,True,0.155,0.02,0.9965,0.802,0dQQWHlXvuw4UyHcAvhfhB,0.675,0.693,11,-5.682,0,0.0514,0.00164,0.0,0.38,0.353,118.423,245680
750,48,teardrops on my guitar,taylor swift,2008,133,282,True,0.129,0.044,0.9591,0.528,7zMcNqs55Mxer82bvZFkpg,0.617,0.422,10,-6.794,1,0.0239,0.303,0.0,0.123,0.264,99.966,203040
751,47,like youll never see me again,alicia keys,2008,95,305,True,0.241,0.026,0.9969,0.689,unknown,,,,,,,,,,,,
752,46,cant believe it,tpain featuring lil wayne,2008,,,,,,,,unknown,,,,,,,,,,,,
753,45,independent,webbie featuring lil boosie and lil phat,2008,234,660,True,0.127,0.079,0.9836,0.645,65D95SmygxGCQGiI64eaZf,0.725,0.431,1,-5.988,0,0.0707,0.00113,0.0,0.14,0.199,174.083,250027
754,44,sorry,buckcherry,2008,84,281,True,0.13,0.182,-0.4767,0.701,0EbnUc05YEKhZRKgbrZWpq,0.54,0.773,2,-3.627,1,0.0288,0.0315,0.0,0.176,0.381,130.952,228387
755,43,a milli,lil wayne,2008,271,555,True,0.14,0.181,-0.9907,0.512,6ScJMrlpiLfZUGtWp4QIVt,0.679,0.684,6,-8.559,1,0.278,0.0527,0.000895,0.177,0.755,151.748,221840
756,42,damaged,danity kane,2008,101,446,True,0.024,0.313,-0.9995,0.774,4yHFxB8kzzeuNvoouR8N0N,0.774,0.653,8,-5.158,0,0.05,0.0912,0.0,0.151,0.818,120.01,244267
757,41,our song,taylor swift,2008,139,367,True,0.09,0.042,0.9433,0.621,15DeqWWQB4dcEWzJg15VrN,0.543,0.686,2,-4.751,1,0.0357,0.114,0.0,0.335,0.555,177.874,201107
758,40,got money,lil wayne featuring tpain,2008,207,632,True,0.15,0.093,0.9871,0.672,46lIt6GmL0VkkbuUyGDbCs,0.442,0.638,7,-5.053,1,0.26,0.00199,0.0,0.646,0.706,82.206,244627
759,39,american boy,estelle featuring kanye west,2008,237,593,True,0.219,0.032,0.999,0.6,22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733
760,38,bust it baby part 2,plies featuring neyo,2008,204,539,False,0.187,0.053,0.9981,0.622,0exb0K7vsjf5bXWLJJhAuF,0.648,0.801,5,-7.24,0,0.167,0.154,0.0,0.339,0.807,78.946,240760
761,37,live your life,ti featuring rihanna,2008,296,888,True,0.079,0.075,-0.2402,0.667,3jlbL2OTD5YmIunYzgQTAN,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853
762,36,hot n cold,katy perry,2008,96,377,False,0.137,0.174,-0.8453,0.745,1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227
763,35,paper planes,mia,2008,117,383,False,0.098,0.088,-0.0296,0.695,unknown,,,,,,,,,,,,
764,34,take you there,sean kingston,2008,112,531,True,0.056,0.098,-0.9687,0.789,6AdLyvisRKHLAwARaZMGr6,0.752,0.921,5,-4.321,0,0.0696,0.0182,0.0,0.256,0.634,115.033,236693
765,33,stop and stare,onerepublic,2008,114,264,True,0.055,0.151,-0.9772,0.568,48s0QHJgmiNsth3WEO6U4M,0.49,0.849,4,-4.234,1,0.035,0.0593,0.0,0.082,0.303,92.494,223853
766,32,shake it,metro station,2008,97,359,True,0.172,0.3,-0.9745,0.73,5619Ojc6t9evEEs3B7Drhe,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947
767,31,see you again,miley cyrus,2008,106,337,True,0.121,0.056,0.973,0.685,2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526
768,30,tattoo,jordin sparks,2008,132,436,True,0.188,0.179,0.649,0.697,3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,233467
